filepath,label,label_id
data/dataset_filtered\Cherry__powdery_mildew\a98ed458-0abe-4218-bb5f-c5d8c5953aaa___FREC_Pwd.M_5053.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Tomato_Septoria_leaf_spot\fe18d20c-3e3c-4fbf-9a11-c38228c6eb8e___JR_Sept.L.S_2623.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Apple__scab\Apple_Scab_Leaf_(66).jpg,Apple__scab,2
data/dataset_filtered\Wheat___Healthy\Healthy403.jpg,Wheat___Healthy,48
data/dataset_filtered\Apple__scab\176a93ed-6c2d-4828-ada1-87f1688b509b___FREC_Scab_3083.jpg,Apple__scab,2
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\4d6d5c99-09de-4dea-a9af-802ce6a095b8___Com.G_SpM_FL_9649.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Apple__Healthy\fda25357-1076-4707-83e7-d409448a11a8___RS_HL_6221.jpg,Apple__Healthy,0
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(971).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Corn___Common_Rust\image_(333).jpg,Corn___Common_Rust,7
data/dataset_filtered\Rice___Neck_Blast\IMG20201109212048_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Tomato__target_spot\ecda6dcf-f269-4470-bc38-522772883393___Com.G_TgS_FL_0908.jpg,Tomato__target_spot,45
data/dataset_filtered\Mango__Rotten\anthracnose_090.jpg,Mango__Rotten,15
data/dataset_filtered\Soybean__healthy\97844895-a84d-4b24-acaf-86edd9c5e1dc___RS_HL_5786.jpg,Soybean__healthy,30
data/dataset_filtered\Apple__Healthy\translation_Screen_Shot_2018-06-08_at_5.28.38_PM.png,Apple__Healthy,0
data/dataset_filtered\Mango__Rotten\rottenMango_(262).jpg,Mango__Rotten,15
data/dataset_filtered\Tomato__healthy\freshTomato_(178).jpg,Tomato__healthy,42
data/dataset_filtered\Strawberry__Rotten\rottenStrawberry_(15).jpg,Strawberry__Rotten,31
data/dataset_filtered\Wheat___Healthy\Healthy187.jpg,Wheat___Healthy,48
data/dataset_filtered\Banana__Healthy\rotated_by_75_Screen_Shot_2018-06-12_at_9.53.57_PM.png,Banana__Healthy,3
data/dataset_filtered\Cucumber__healthy\freshCucumber_(444).jpg,Cucumber__healthy,10
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\a561efdd-a5af-4326-9600-861cde75b09d___FAM_L.Blight_1623.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Wheat___Healthy\Healthy780.jpg,Wheat___Healthy,48
data/dataset_filtered\Peach__bacterial_spot\01d603af-a737-43a5-918a-ada2e10823e6___Rut._Bact.S_1385.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Apple__Healthy\rotated_by_45_Screen_Shot_2018-06-08_at_5.28.38_PM.png,Apple__Healthy,0
data/dataset_filtered\Grape__healthy\FreshGrape_(129).jpg,Grape__healthy,13
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\b7c5f700-dfe6-48d7-8c56-a199e6c9fec8___FAM_L.Blight_1730.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Corn___Common_Rust\image_(1085).jpg,Corn___Common_Rust,7
data/dataset_filtered\Tomato__bacterial_spot\ef110350-8e1f-4eb2-a384-037eafaf1089___GCREC_Bact.Sp_5980.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust171.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Apple__Rotten\Screen_Shot_2018-06-07_at_2.51.01_PM.png,Apple__Rotten,1
data/dataset_filtered\Tomato_Bacterial_spot\54672dba-a230-438b-a8a3-ce4b3b456254___GCREC_Bact.Sp_3562.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Cherry__healthy\b87b1766-d629-4bfb-b9d3-6d5fe336cfef___JR_HL_4182.jpg,Cherry__healthy,5
data/dataset_filtered\Potato__Healthy\freshPotato_(358).jpg,Potato__Healthy,22
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_161716.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Pepper__bell___Bacterial_spot\b36819f5-6791-44da-96ac-b89069921af6___JR_B.Spot_3130.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Grape__black_rot\grape_black_rot3397.jpg,Grape__black_rot,12
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\0cc75e2e-9e6f-4b8e-b564-3840c9ecff58___Com.G_SpM_FL_1442.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Apple__Healthy\freshApple_(204).jpg,Apple__Healthy,0
data/dataset_filtered\Tomato__late_blight\784f6313-1080-4bd1-a556-d4e14e6879d0___GHLB_PS_Leaf_53.1_Day_18.jpg,Tomato__late_blight,43
data/dataset_filtered\Soybean__caterpillar\caterpillar_(1502).jpg,Soybean__caterpillar,28
data/dataset_filtered\Potato___Early_blight\211094c5-4983-49ff-a92e-b992039bd048___RS_Early.B_6927.jpg,Potato___Early_blight,23
data/dataset_filtered\Potato___Late_Blight\ee1e965f-2bee-4a7a-8356-1118c9e41cd3___RS_LB_4120.jpg,Potato___Late_Blight,24
data/dataset_filtered\Tomato__bacterial_spot\a996d784-9bee-4715-b1ff-73e9df5b8666___GCREC_Bact.Sp_3257.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Potato__Healthy\freshPotato_(509).jpg,Potato__Healthy,22
data/dataset_filtered\Wheat___Healthy\Healthy639.jpg,Wheat___Healthy,48
data/dataset_filtered\Banana__Healthy\rotated_by_45_Screen_Shot_2018-06-12_at_9.53.36_PM.png,Banana__Healthy,3
data/dataset_filtered\Strawberry__Rotten\388.jpg,Strawberry__Rotten,31
data/dataset_filtered\Pepper__bell___healthy\fef57c46-de88-400b-81d1-6e2a7e990ee0___JR_HL_8670.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Tomato__target_spot\0f32cb0d-8a87-4d7b-beb1-945c4e1cd374___Com.G_TgS_FL_0642.jpg,Tomato__target_spot,45
data/dataset_filtered\Tomato__yellow_leaf_curl_virus\03b15a5f-1b74-42a1-866a-1c6feb171121___UF.GRC_YLCV_Lab_02358.jpg,Tomato__yellow_leaf_curl_virus,46
data/dataset_filtered\Tomato__septoria_leaf_spot\cbf33493-c9d7-486c-90c7-0e1117aec294___Matt.S_CG_7472.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(599).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(980).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Cherry__healthy\e8a50fe1-fe8c-41cf-976f-6c59b6413a26___JR_HL_9553.jpg,Cherry__healthy,5
data/dataset_filtered\Mango__healthy\824.jpg,Mango__healthy,16
data/dataset_filtered\Banana__Rotten\rotated_by_45_Screen_Shot_2018-06-12_at_8.53.42_PM.png,Banana__Rotten,4
data/dataset_filtered\Corn___Common_Rust\image_(990).jpg,Corn___Common_Rust,7
data/dataset_filtered\Apple__Healthy\1490daeb-9cfb-4456-bb27-dd836f9e07a6___RS_HL_5959.jpg,Apple__Healthy,0
data/dataset_filtered\Tomato_Leaf_Mold\e710a5d8-3d50-4382-9786-931ca51ba797___Crnl_L.Mold_6851.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Tomato_Late_blight\79619905-8b34-42a0-8176-17e28c200a5b___RS_Late.B_5090.jpg,Tomato_Late_blight,36
data/dataset_filtered\Peach__bacterial_spot\44ba7487-6eef-4af0-ae96-f3aad6cad0d5___Rutg._Bact.S_2268.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Tomato__healthy\a0aac34b-e9c8-4c9e-84b5-8f9ee4cf1502___RS_HL_0622.jpg,Tomato__healthy,42
data/dataset_filtered\Tomato__target_spot\7b55987c-1cc1-416a-b065-d865f56ede52___Com.G_TgS_FL_0913.jpg,Tomato__target_spot,45
data/dataset_filtered\Cucumber__healthy\IMG20200629183049.jpg,Cucumber__healthy,10
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(979).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Tomato__target_spot\d7b1af5a-c818-4ab0-afde-b67124b21f63___Com.G_TgS_FL_0973.jpg,Tomato__target_spot,45
data/dataset_filtered\Soybean__healthy\healthy_(772).jpg,Soybean__healthy,30
data/dataset_filtered\Potato__Healthy\freshPotato_(215).jpg,Potato__Healthy,22
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\8e404e46-bbbb-4e7a-ad8d-833d58534324___UF.GRC_YLCV_Lab_02939.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_110629.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Potato___Early_blight\69ee53e1-a9b6-4e97-bc5f-f91617bc87ab___RS_Early.B_7987.jpg,Potato___Early_blight,23
data/dataset_filtered\Peach__bacterial_spot\b815dff8-9c74-4a28-82fa-a48db44f5ce8___Rutg._Bact.S_2024.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Apple__scab\670efd0e-9a5e-44db-bd5a-4ffb5c5e5a7d___FREC_Scab_3108.jpg,Apple__scab,2
data/dataset_filtered\Rice___Neck_Blast\IMG20201109212414_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Grape__healthy\FreshGrape_(105).jpg,Grape__healthy,13
data/dataset_filtered\Soybean__healthy\f67ea78b-ba17-4895-83ce-56427164437e___RS_HL_5147.jpg,Soybean__healthy,30
data/dataset_filtered\Mango__Rotten\811.jpg,Mango__Rotten,15
data/dataset_filtered\Pepper__bell___healthy\10724f1f-17fb-4443-9878-26e31d97e2d9___JR_HL_7585.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\8486dc84-3cec-4289-8c8f-73e651c564e9___YLCV_NREC_2051.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Potato__Healthy\freshPotato_(540).jpg,Potato__Healthy,22
data/dataset_filtered\Cucumber__healthy\IMG20200629183129.jpg,Cucumber__healthy,10
data/dataset_filtered\Banana__Healthy\rotated_by_75_Screen_Shot_2018-06-12_at_10.02.09_PM.png,Banana__Healthy,3
data/dataset_filtered\Strawberry__healthy\freshStrawberry_(420).jpg,Strawberry__healthy,33
data/dataset_filtered\Tomato__healthy\d750fda0-e49d-4160-a9da-8cf8e425034e___GH_HL_Leaf_167.jpg,Tomato__healthy,42
data/dataset_filtered\Cherry__healthy\2ad5c24e-64c7-4bef-a1af-8671aa68f963___JR_HL_9643.jpg,Cherry__healthy,5
data/dataset_filtered\Strawberry__healthy\f23cfb59-4e9d-43b0-820a-99d9cc624c04___RS_HL_4618.jpg,Strawberry__healthy,33
data/dataset_filtered\Tomato__healthy\d2a7358e-6ba9-46ed-b5fd-5ba0fd1175f4___GH_HL_Leaf_307.jpg,Tomato__healthy,42
data/dataset_filtered\Cherry__powdery_mildew\312f2fb1-f0f5-414c-9b3d-eccacf0d2129___FREC_Pwd.M_0403.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(808).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Tomato_Septoria_leaf_spot\305388b4-9b47-499c-bbd5-4bf9db035da9___Matt.S_CG_2569.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(785).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Apple__Healthy\8293f7a8-cfde-4dea-be03-8d750b133e30___RS_HL_7440.jpg,Apple__Healthy,0
data/dataset_filtered\Apple__Rotten\rottenApple_(431).jpg,Apple__Rotten,1
data/dataset_filtered\Tomato_Septoria_leaf_spot\cbb5096f-9a1f-4ffc-8b08-cfc4d9712f07___Matt.S_CG_1148.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Rice___Leaf_Blast\IMG_3023.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Tomato_Leaf_Mold\b0eb89d7-6d76-4799-acfc-37426aeb4589___Crnl_L.Mold_6719.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Grape__black_measles\3c00670f-de7b-40d1-b871-49dfd5b84a41___FAM_B.Msls_1290.jpg,Grape__black_measles,11
data/dataset_filtered\Tomato__yellow_leaf_curl_virus\5180874e-8e5d-4767-9598-134ac0f56747___UF.GRC_YLCV_Lab_02992.jpg,Tomato__yellow_leaf_curl_virus,46
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\b6e23d1c-79aa-497e-98a5-9d718b8a8fc7___FAM_L.Blight_4979.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Cherry__healthy\754be5a5-dba1-4abb-afe8-c2e75edcf883___JR_HL_3929.jpg,Cherry__healthy,5
data/dataset_filtered\Potato___Early_blight\58a381f9-5315-4865-9b35-43df8fd9bf42___RS_Early.B_9027.jpg,Potato___Early_blight,23
data/dataset_filtered\Cucumber__healthy\photo_2020-06-28_00-10-33.jpg,Cucumber__healthy,10
data/dataset_filtered\Pepper__bell___healthy\ad2754e3-301a-48ea-af0a-8d7a1f25bb49___JR_HL_7829.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Grape__healthy\c3b72cd8-977b-4a6e-a833-7bcc87873882___Mt.N.V_HL_9068.jpg,Grape__healthy,13
data/dataset_filtered\Tomato__target_spot\30e99558-7eac-4fbc-a9dc-7f2af1d8ee23___Com.G_TgS_FL_0782.jpg,Tomato__target_spot,45
data/dataset_filtered\Soybean__caterpillar\caterpillar_(1068).jpg,Soybean__caterpillar,28
data/dataset_filtered\Mango__healthy\0001_0066.jpg,Mango__healthy,16
data/dataset_filtered\Pepper__bell___Bacterial_spot\1a1af0c4-9e4a-4158-b982-f81d487a3b68___NREC_B.Spot_9148.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Apple__scab\0672ab32-9fce-41f3-ae69-e39c48a0a292___FREC_Scab_3347.jpg,Apple__scab,2
data/dataset_filtered\Tomato_Septoria_leaf_spot\91857ff3-93b6-4c07-b6cd-a23bd89717ee___JR_Sept.L.S_8493.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Pepper__bell___healthy\fb4468f7-1a89-496a-8953-32edb1ff775a___JR_HL_8888.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Apple__Rotten\rottenApple_(265).jpg,Apple__Rotten,1
data/dataset_filtered\Apple__scab\76eca386-c7c1-4807-ae27-13c793d06e02___FREC_Scab_3272.jpg,Apple__scab,2
data/dataset_filtered\Tomato_Bacterial_spot\c5dfdd89-196c-464d-9ccb-33e1d500ce11___GCREC_Bact.Sp_5773.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Rice___Healthy\IMG_20190424_130550.jpg,Rice___Healthy,25
data/dataset_filtered\Tomato_Septoria_leaf_spot\6aad1489-2ff3-4b26-a037-45e56f572ad7___JR_Sept.L.S_2690.jpg,Tomato_Septoria_leaf_spot,38
data/dataset_filtered\Rice___Healthy\IMG_20190424_130156.jpg,Rice___Healthy,25
data/dataset_filtered\Rice___Neck_Blast\IMG20201109164118_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(23).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Banana__Healthy\rotated_by_60_Screen_Shot_2018-06-12_at_9.47.27_PM.png,Banana__Healthy,3
data/dataset_filtered\Mango__healthy\0001_0055.jpg,Mango__healthy,16
data/dataset_filtered\Tomato__healthy\freshTomato_(39).jpg,Tomato__healthy,42
data/dataset_filtered\Potato__Healthy\freshPotato_(228).jpg,Potato__Healthy,22
data/dataset_filtered\Cucumber__healthy\freshCucumber_(504).jpg,Cucumber__healthy,10
data/dataset_filtered\Tomato__bacterial_spot\a3df33d5-b1e6-49f8-93c4-013e47b5acc3___GCREC_Bact.Sp_3044.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Apple__Healthy\ddcb6c1e-1512-4f0f-95c0-8c99dbdba7e0___RS_HL_7801.jpg,Apple__Healthy,0
data/dataset_filtered\Tomato_Bacterial_spot\df6c7120-ac7c-43b5-bb2a-3c61782e7a47___GCREC_Bact.Sp_6030.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Tomato_Bacterial_spot\a3f7725c-9df0-4bd0-9cad-7a209ed4a16d___GCREC_Bact.Sp_3465.jpg,Tomato_Bacterial_spot,34
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(1195).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust223.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Strawberry___leaf_scorch\6d1f6f9e-facb-4e5e-a0a9-31a30eb8bde4___RS_L.Scorch_0910.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Corn___Common_Rust\image_(124).jpg,Corn___Common_Rust,7
data/dataset_filtered\Strawberry___leaf_scorch\5f4ad8ae-eeb3-4130-b671-e81d2c159b56___RS_L.Scorch_1188.jpg,Strawberry___leaf_scorch,32
data/dataset_filtered\Tomato__target_spot\a1d8306e-51da-4e73-bb56-7233c6c08143___Com.G_TgS_FL_8170.jpg,Tomato__target_spot,45
data/dataset_filtered\Rice___Neck_Blast\IMG20201109182507_00.jpg,Rice___Neck_Blast,27
data/dataset_filtered\Corn___Healthy\image_(103).jpg,Corn___Healthy,8
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190420_195005.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Apple__Rotten\rotated_by_60_Screen_Shot_2018-06-08_at_2.53.14_PM.png,Apple__Rotten,1
data/dataset_filtered\Grape__black_rot\grape_black_rot612.jpg,Grape__black_rot,12
data/dataset_filtered\Tomato_Leaf_Mold\4e75a29c-0f14-4746-9d52-87d7f6c20b20___Crnl_L.Mold_6734.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Tomato__target_spot\fec3ef0e-de4a-4261-b593-5c1571c6e890___Com.G_TgS_FL_8173.jpg,Tomato__target_spot,45
data/dataset_filtered\Rice___Healthy\IMG_20190424_130829.jpg,Rice___Healthy,25
data/dataset_filtered\Wheat___Yellow_Rust\Yellow_rust619.jpg,Wheat___Yellow_Rust,49
data/dataset_filtered\Grape__black_measles\96fcd5f4-5f80-4fc6-8fed-e47095ee426f___FAM_B.Msls_1110.jpg,Grape__black_measles,11
data/dataset_filtered\Grape__black_rot\Grape_Black_rot11303.jpg,Grape__black_rot,12
data/dataset_filtered\Orange__Rotten\rotated_by_60_Screen_Shot_2018-06-12_at_11.44.34_PM.png,Orange__Rotten,18
data/dataset_filtered\Grape__black_rot\Grape_Black_rot998.jpg,Grape__black_rot,12
data/dataset_filtered\Tomato__septoria_leaf_spot\45c5dbd2-e45d-438b-ae11-04e96417cb2f___Matt.S_CG_0666.jpg,Tomato__septoria_leaf_spot,44
data/dataset_filtered\Soybean__caterpillar\caterpillar_(1431).jpg,Soybean__caterpillar,28
data/dataset_filtered\Banana__Healthy\Banana__Healthy_augmented_202.jpg,Banana__Healthy,3
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(223).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Soybean__diabrotica_speciosa\diabroticaspeciosa_(1859).jpg,Soybean__diabrotica_speciosa,29
data/dataset_filtered\Banana__Rotten\rotated_by_45_Screen_Shot_2018-06-12_at_9.17.14_PM.png,Banana__Rotten,4
data/dataset_filtered\Tomato__bacterial_spot\face0e7f-6173-456e-9ee5-973aedb41c3b___GCREC_Bact.Sp_3493.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Apple__Healthy\vertical_flip_Screen_Shot_2018-06-08_at_5.24.35_PM.png,Apple__Healthy,0
data/dataset_filtered\Tomato__yellow_leaf_curl_virus\28f0c703-2990-4cf1-947c-690265dee463___YLCV_GCREC_2499.jpg,Tomato__yellow_leaf_curl_virus,46
data/dataset_filtered\Corn___Common_Rust\image_(174).jpg,Corn___Common_Rust,7
data/dataset_filtered\Cherry__powdery_mildew\3a15932f-38c1-4728-ac2f-fa067662c8e3___FREC_Pwd.M_0563.jpg,Cherry__powdery_mildew,6
data/dataset_filtered\Soybean__healthy\c8da1a2e-3408-4e84-a059-5d3e904e6f16___RS_HL_6882.jpg,Soybean__healthy,30
data/dataset_filtered\Tomato_Early_blight\089243e5-f319-4ed2-b10c-603328ff4143___RS_Erly.B_9428.jpg,Tomato_Early_blight,35
data/dataset_filtered\Apple__Rotten\rotated_by_45_Screen_Shot_2018-06-07_at_2.34.18_PM.png,Apple__Rotten,1
data/dataset_filtered\Tomato_Leaf_Mold\407519ba-54e6-4779-a886-8163cab06a04___Crnl_L.Mold_8807.jpg,Tomato_Leaf_Mold,37
data/dataset_filtered\Apple__Healthy\d1660af9-58e5-458f-b125-4940f06711c0___RS_HL_7522.jpg,Apple__Healthy,0
data/dataset_filtered\Pepper__bell___Bacterial_spot\1d0e1dec-de79-4e26-b592-b174d7c95739___NREC_B.Spot_9186.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_111225.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Rice___Leaf_Blast\IMG_20190419_170814.jpg,Rice___Leaf_Blast,26
data/dataset_filtered\Potato___Early_blight\7fb3dc5c-f90b-46fe-8eb6-2d21038976ff___RS_Early.B_7256.jpg,Potato___Early_blight,23
data/dataset_filtered\Peach__bacterial_spot\a1195e59-9d6b-4d98-a497-9e5e73c58bd4___Rut._Bact.S_1219.jpg,Peach__bacterial_spot,19
data/dataset_filtered\Mango__Rotten\anthracnose_120.jpg,Mango__Rotten,15
data/dataset_filtered\Corn___Common_Rust\image_(265).jpg,Corn___Common_Rust,7
data/dataset_filtered\Orange__Healthy\translation_Screen_Shot_2018-06-13_at_12.16.54_AM.png,Orange__Healthy,17
data/dataset_filtered\Apple__Rotten\rottenApple_(84).jpg,Apple__Rotten,1
data/dataset_filtered\Wheat___Healthy\Healthy667.jpg,Wheat___Healthy,48
data/dataset_filtered\Tomato__target_spot\95557bdf-e933-4181-a2b2-5fce8bccac51___Com.G_TgS_FL_8229.jpg,Tomato__target_spot,45
data/dataset_filtered\Apple__Rotten\rotated_by_75_Screen_Shot_2018-06-07_at_2.24.35_PM.png,Apple__Rotten,1
data/dataset_filtered\Grape__black_rot\grape_black_rot5983.jpg,Grape__black_rot,12
data/dataset_filtered\Grape__black_rot\grape_black_rot3506.jpg,Grape__black_rot,12
data/dataset_filtered\Corn___Northern_Leaf_Blight\image_(716).jpg,Corn___Northern_Leaf_Blight,9
data/dataset_filtered\Corn___Common_Rust\image_(320).jpg,Corn___Common_Rust,7
data/dataset_filtered\Strawberry__Rotten\858.jpg,Strawberry__Rotten,31
data/dataset_filtered\Tomato__bacterial_spot\4cc672a5-b8d1-4f05-b95f-333e72fa6205___GCREC_Bact.Sp_5997.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust1110.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Pepper__bell___healthy\e027b3a9-1975-4a95-bc2b-10d361dd7ca2___JR_HL_8697.jpg,Pepper__bell___healthy,21
data/dataset_filtered\Tomato__target_spot\3f8bc89a-03ec-4adb-a403-4176b7bb1057___Com.G_TgS_FL_1008.jpg,Tomato__target_spot,45
data/dataset_filtered\Tomato_Spider_mites_Two_spotted_spider_mite\40067b29-7ac0-4d41-9a67-52aaa1578543___Com.G_SpM_FL_9620.jpg,Tomato_Spider_mites_Two_spotted_spider_mite,39
data/dataset_filtered\Potato___Early_blight\72f7fa2c-974f-42af-99c3-fd4739d64050___RS_Early.B_8772.jpg,Potato___Early_blight,23
data/dataset_filtered\Grape__black_rot\grape_black_rot6957.jpg,Grape__black_rot,12
data/dataset_filtered\Soybean__healthy\15bc109d-b12c-48fe-9008-d98482dc2575___RS_HL_4807.jpg,Soybean__healthy,30
data/dataset_filtered\Orange__Rotten\rotated_by_45_Screen_Shot_2018-06-12_at_11.21.05_PM.png,Orange__Rotten,18
data/dataset_filtered\Potato___Early_blight\4e40c113-4ab2-4a71-9ecc-5ceb67905190___RS_Early.B_7446.jpg,Potato___Early_blight,23
data/dataset_filtered\Wheat___Brown_Rust\Brown_rust459.jpg,Wheat___Brown_Rust,47
data/dataset_filtered\Tomato__late_blight\5c0dc87a-f671-4085-93c5-1454ee859caf___RS_Late.B_6271.jpg,Tomato__late_blight,43
data/dataset_filtered\Tomato__bacterial_spot\f44c58b0-4d48-4b8b-b812-e472d2737998___GCREC_Bact.Sp_5553.jpg,Tomato__bacterial_spot,41
data/dataset_filtered\Banana__Rotten\rotated_by_75_Screen_Shot_2018-06-12_at_8.53.47_PM.png,Banana__Rotten,4
data/dataset_filtered\Pepper__bell___Bacterial_spot\a020fc8f-13d9-47d9-9a06-cf5dcf87c2c3___JR_B.Spot_8896.jpg,Pepper__bell___Bacterial_spot,20
data/dataset_filtered\Potato___Early_blight\ea403e5a-34b3-4b06-a94d-65ad2e78831f___RS_Early.B_8136.jpg,Potato___Early_blight,23
data/dataset_filtered\Soybean__healthy\5e9291cf-c9b5-4a3c-bf58-9bc155c4ce86___RS_HL_6796.jpg,Soybean__healthy,30
data/dataset_filtered\Grape__leaf_blight_(isariopsis_leaf_spot)\09fa9fa8-7274-4abb-a999-3ba8999af0a9___FAM_L.Blight_1584.jpg,Grape__leaf_blight_(isariopsis_leaf_spot),14
data/dataset_filtered\Tomato__Tomato_YellowLeaf__Curl_Virus\2bbe6fb5-d83b-427e-a757-06b0aa54df99___YLCV_NREC_2089.jpg,Tomato__Tomato_YellowLeaf__Curl_Virus,40
data/dataset_filtered\Tomato_Early_blight\e701c578-1fa3-4ed3-9874-5f90c6d2eb3c___RS_Erly.B_9583.jpg,Tomato_Early_blight,35
data/dataset_filtered\Tomato__target_spot\4cba9d9a-65a4-4ebf-a11b-7995327b3f01___Com.G_TgS_FL_0862.jpg,Tomato__target_spot,45
data/dataset_filtered\Strawberry__Rotten\318.jpg,Strawberry__Rotten,31
data/dataset_filtered\Tomato__healthy\5393abd2-b4e2-4af2-94d4-c52c919fc157___RS_HL_0322.jpg,Tomato__healthy,42
data/dataset_filtered\Potato___Early_blight\d84ba2ee-6ef5-45b7-a15a-b677b99cd3f6___RS_Early.B_6772.jpg,Potato___Early_blight,23
data/dataset_filtered\Pepper__bell___Bacterial_spot\f896c5eb-0ec3-4480-bddc-10977b344277___NREC_B.Spot_1932.jpg,Pepper__bell___Bacterial_spot,20
